SampleName,site,In,Out,middate,dxs,dD,unc,dO,unc,amount [mL],SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily)
TJ3796SW,CA42,40848,40855,40851.5,21.61692867,-29.70508467,1.113689813,-6.415251667,0.27319041,1476.1,1.41,1.41,1.41,1.41,-0.83,-0.211,-0.573,-0.538,1.42,1.302,0.458,1.06
TJ4438SW,CA42,40862.61458,40869.29167,40865.95313,20.17942253,-49.47166787,1.115964605,-8.7063863,0.493750949,1514.1,1.41,1.41,1.41,1.41,-1.167,-0.081,-1.167,-0.805,0.981,1.729,0.95,1.22
TJ5320SW,CA42,40883.46875,40890.41667,40886.94271,14.2722662,-112.4584402,1.273766462,-15.8413383,0.36899458,677.4,2.45,2.45,2.45,2.45,-0.354,0.206,-0.075,-0.074333333,3.729,1.752,0.991,2.157333333
TJ5832SW,CA42,40890.42014,40897.62153,40894.02083,13.75231393,-55.33225593,1.214048187,-8.635571233,0.32090497,176.1,2.45,2.45,2.45,2.45,0.206,0.394,0.437,0.345666667,1.752,0.853,-0.018,0.862333333
TJ6652SW,CA42,40925.70833,40932.5,40929.10417,14.63553133,-35.02967667,0.842693301,-6.208151,0.2343779,2346.4,0.9,0.9,0.9,0.9,-0.605,-0.314,-0.547,-0.488666667,0.184,-1.775,-0.769,-0.786666667
TJ7382SW,CA42,40946,40953,40949.5,14.91033973,-22.6628616,1.412535663,-4.696650167,0.257108926,422.4,0.22,0.22,0.22,0.22,0.947,0.896,1.577,1.14,-2.086,0.31,-0.933,-0.903
TJ7694SW,CA42,40953,40960,40956.5,20.393126,-58.19936867,1.003296068,-9.824061833,0.365923489,897.7,0.22,0.22,0.22,0.22,0.896,0.459,0.674,0.676333333,0.31,1.528,0.822,0.886666667
TJ8113SW,CA42,40960,40967,40963.5,23.4770682,-30.3729094,1.261987718,-6.7312472,0.225532703,840.8,0.22,0.22,0.22,0.22,0.459,-0.646,0.01,-0.059,1.528,1.91,1.651,1.696333333
TJ8865SW,CA42,40981,40988,40984.5,16.33492773,-39.20125013,0.875385058,-6.942022233,0.507303657,5846.7,0.2,0.2,0.2,0.2,0.357,0.75,0.728,0.611666667,0.076,2.085,2.229,1.463333333
TJ9261SW,CA42,40988,40995,40991.5,21.26214707,-43.67506493,1.19572823,-8.1171515,0.270796972,3389.1,0.2,0.2,0.2,0.2,0.75,0.713,0.137,0.533333333,2.085,-0.323,-1.528,0.078
TJ9259SW,CA42,40995,41002,40998.5,15.63825647,-23.02522967,1.139821916,-4.832935767,0.488206923,735.8,0.2,-0.65,0.2,-0.083333333,0.713,0.774,0.96,0.815666667,-0.323,-0.207,-0.234,-0.254666667
TJ98305SW,CA42,41009,41016,41012.5,19.0849118,-49.7324314,1.268641005,-8.6021679,0.290396281,#N/A,-0.65,-0.65,-0.65,-0.65,0.58,-0.368,0.149,0.120333333,0.015,1.055,-0.572,0.166
TK0277SW,CA42,41023,41030,41026.5,12.45416113,-64.93581353,1.213053585,-9.673746833,0.314467804,1154.2,-0.65,-0.38,-0.65,-0.56,0.165,-1.548,-0.337,-0.573333333,-1.325,0.741,-0.679,-0.421
TK0422SW,CA42,41030,41037,41033.5,15.90664907,-12.37508107,0.805777265,-3.535216267,0.331193297,291.1,-0.38,-0.38,-0.38,-0.38,-1.548,0.165,-0.898,-0.760333333,0.741,-0.01,-0.456,0.091666667
TK6624SW,ca42,41192.5,41198.59722,41195.54861,17.85103367,-44.32038233,0.784146032,-7.771427,0.302449996,668.6,0.17,0.17,0.17,0.17,-1.007,0.285,0.85,0.042666667,-1.188,-1.281,-1.822,-1.430333333
TK7410SW,CA42,41219.61458,41226.66319,41223.13889,18.28733327,-23.9409566,0.732562625,-5.278536233,0.328878397,584.9,0.33,0.33,0.33,0.33,-0.418,-0.753,-0.444,-0.538333333,2.068,1.35,0.087,1.168333333
TK7844SW,CA42,41226.66319,41233.64583,41230.15451,16.15481507,-26.2338108,0.820552253,-5.298578233,0.23199569,1301,0.33,0.33,0.33,0.33,-0.753,-0.385,-0.645,-0.594333333,1.35,-0.241,0.507,0.538666667
TK8824SW,CA42,41254.40972,41261.38542,41257.89757,19.81757847,-51.39411567,0.839085812,-8.901461767,0.322412779,3312,-0.77,-0.77,-0.77,-0.77,-0.88,-1.069,-0.614,-0.854333333,-2.3,-1.716,-1.162,-1.726
TK8825SW,CA42,41261.38542,41269.375,41265.38021,19.19755073,-35.37661113,0.813561921,-6.821770233,0.26092336,2282.5,-0.77,-0.77,-0.77,-0.77,-1.069,0.484,-0.565,-0.383333333,-1.716,-0.588,-2.547,-1.617
TK9370SW,CA42,41269.375,41276.38542,41272.88021,18.74617327,-64.09789767,0.907837541,-10.35550887,0.25101992,275.4,-0.77,-0.1,-0.77,-0.546666667,0.484,1.368,0.774,0.875333333,-0.588,-0.411,-0.981,-0.66
TK9573SW,CA42,41276.38542,41282.53125,41279.45833,22.0150408,-44.80879147,1.260232915,-8.352979033,0.458776634,340.3,-0.1,-0.1,-0.1,-0.1,1.368,0.284,0.989,0.880333333,-0.411,0.657,-0.321,-0.025
TK9834SW,CA42,41282.53125,41289.5,41286.01563,20.08831253,-30.37323093,1.182702414,-6.307692933,0.284313208,1015.8,-0.1,-0.1,-0.1,-0.1,0.284,0.019,-0.62,-0.105666667,0.657,-0.536,-1.867,-0.582
TL0314SW,CA42,41297.39583,41303.32639,41300.36111,11.75086787,-89.05885187,0.84712986,-12.60121497,0.225975662,3140.1,-0.1,-0.1,-0.1,-0.1,0.405,0.031,-0.22,0.072,-2.551,0.133,0.653,-0.588333333
TL1267SW,CA42,41310.36458,41317.63889,41314.00174,20.8057492,-71.5970196,1.192621482,-11.5503461,0.320590081,1039.7,-0.47,-0.47,-0.47,-0.47,0.512,0.353,0.403,0.422666667,-0.421,-1.087,-0.7,-0.736
TL1268SW,CA42,41317.63889,41331.39583,41324.51736,23.32076327,-36.13028527,0.824484081,-7.431381067,0.383620907,1233.3,-0.47,-0.47,-0.47,-0.47,0.353,0.932,0.06,0.448333333,-1.087,-2.445,-2.62,-2.050666667
TL1862SW,CA42,41338.58681,41345.43056,41342.00868,18.212496,-67.83829493,1.176996602,-10.75634887,0.257852671,951.3,1.06,1.06,1.06,1.06,0.291,-0.63,0.199,-0.046666667,-3.802,-1.634,-2.755,-2.730333333
TL4067SW,CA42,41394.55903,41401.5625,41398.06076,16.54420127,-15.70584487,0.838752049,-4.031255767,0.332394344,1049.6,0.01,0.9,0.9,0.603333333,-0.767,0.678,1.339,0.416666667,-0.544,1.197,1.385,0.679333333
TM0211SW,CA42,41555.40625,41562.45833,41558.93229,23.7575734,-23.1017546,1.099338892,-5.857416,0.362494138,1240.5,-0.34,-0.34,-0.34,-0.34,-0.621,-0.427,-0.191,-0.413,0.247,-0.023,-0.975,-0.250333333
TM0775SW,CA42,41569.38194,41576.56944,41572.97569,19.61592047,-26.35888727,1.364947984,-5.746850967,0.242932089,475.5,-0.34,-0.34,-0.34,-0.34,0.482,0.18,0.424,0.362,-0.161,2.274,0.93,1.014333333
TM1890SW,CA42,41597.42361,41604.42361,41600.92361,18.5613436,-48.30257267,0.827505287,-8.357989533,0.352689665,2028,0.75,0.75,0.75,0.75,-0.966,-0.113,-0.152,-0.410333333,1.101,1.602,-1.167,0.512
TM2372SW,CA42,41611.48611,41618.6875,41615.08681,25.57075913,-25.21680087,0.859662725,-6.348445,0.201092019,896.7,-0.05,-0.05,-0.05,-0.05,-0.285,-1.018,-1.071,-0.791333333,1.632,0.378,0.332,0.780666667
TM3107SW,CA42,41625.61111,41632.41319,41629.01215,22.11971713,-33.62489753,1.062531882,-6.968076833,0.142891567,633.1,-0.05,-0.05,-0.05,-0.05,-0.636,-0.14,-0.325,-0.367,3.308,1.293,3.04,2.547
TM4451SW,CA42,41667.58333,41674.54167,41671.0625,18.4196212,-40.63593187,0.913294586,-7.381944133,0.237345739,788.3,1.19,-0.32,-0.32,0.183333333,0.323,-1.06,-0.896,-0.544333333,-2.408,-0.148,0.331,-0.741666667
TM5400SW,CA42,41695.30556,41702.34028,41698.82292,23.06512887,-31.2043946,0.806910776,-6.783690433,0.298358844,9638.7,-0.32,-1.7,-0.32,-0.78,0.507,-0.209,-0.396,-0.032666667,-0.784,-0.028,-1.746,-0.852666667
TM6569SW,CA42,41723.41667,41730.5625,41726.98958,24.55977763,-19.54267677,1.081785099,-5.5128068,0.17759786,2016.4,-1.7,0.81,-1.7,-0.863333333,-0.408,-0.594,-0.769,-0.590333333,1.025,-0.707,-0.797,-0.159666667
TN1269SW,CA42,41849.36458,41856.38889,41852.87674,15.80406383,-48.15983697,1.294774884,-7.9954876,0.324682922,1126.7,-0.26,-1.42,-1.42,-1.033333333,0.409,1.536,0.443,0.796,-0.738,-0.847,-0.239,-0.608
TN5786SW,CA42,41968.39583,41975.5,41971.94792,10.8724541,-34.3932619,1.028105053,-5.6582145,0.242763259,1552.2,-0.96,-0.66,-0.96,-0.86,-0.278,-0.772,-0.603,-0.551,1.012,0.266,-1.298,-0.006666667
TN6531SW,CA42,41975.5,41982.5625,41979.03125,11.7315415,-63.5831425,0.916201943,-9.4143355,0.302385516,3629.6,-0.66,-0.66,-0.66,-0.66,-0.772,1.309,0.416,0.317666667,0.266,0.224,0.367,0.285666667
TN6519SW,CA42,41982.5625,41989.47917,41986.02083,15.04330647,-54.5275842,0.99207157,-8.696361333,0.225552655,3293.1,-0.66,-0.66,-0.66,-0.66,1.309,0.865,0.488,0.887333333,0.224,1.33,1.318,0.957333333
TN6835SW,CA42,41989.47917,41996.60417,41993.04167,18.47649337,-47.7520693,0.762216505,-8.278570333,0.17054325,1803.4,-0.66,-0.66,-0.66,-0.66,0.865,0.435,0.778,0.692666667,1.33,0.565,1.047,0.980666667
TN7401SW,CA42,42011.45139,42017.54167,42014.49653,8.298003067,-32.0395116,0.925984881,-5.042189333,0.233722057,1721.8,-0.87,-0.87,-0.87,-0.87,0.534,0.724,0.512,0.59,2.233,1.375,2.506,2.038
TN7839SW,CA42,42024.65972,42031.39583,42028.02778,8.604662233,-117.2554031,0.935118174,-15.73250817,0.225552655,876.1,-0.87,-0.87,-0.87,-0.87,0.549,-0.064,0.502,0.329,-1.035,2.188,0.57,0.574333333
TN9168SW,CA42,42052,42059,42055.5,16.09258387,-26.5637708,1.12161357,-5.332044333,0.29623808,3166.4,-0.04,-0.04,-0.04,-0.04,1.32,-0.119,0.563,0.588,0.492,1.714,1.646,1.284
TN9169SW,CA42,42059,42066,42062.5,15.06650613,-54.8295552,1.104294345,-8.737007667,0.246408198,1427.2,-0.04,-1.4,-0.04,-0.493333333,-0.119,-1.964,-0.722,-0.935,1.714,2.176,2.763,2.217666667
NU7813SW,CA45,36893,36900.47917,36896.73958,7.851557067,-69.903182,1.362599354,-9.719342383,0.38577973,890.7,0.78,0.78,0.78,0.78,1.106,0.835,1.035,0.992,-2.636,-2.222,-2.517,-2.458333333
NU9242SW,CA45,36897,36904,36900.5,13.004,-57.2344,4.48235,-8.7798,3.083348,3668.7,0.78,0.78,0.78,0.78,1.065,0.972,0.835,0.957333333,-2.641,-0.14,-2.222,-1.667666667
NU8025SW,CA45,36900,36907.47917,36903.73958,11.1286,-60.593,4.48235,-8.9652,3.083348,3972.9,0.78,0.78,0.78,0.78,0.835,1.062,0.91,0.935666667,-2.222,0.299,-1.298,-1.073666667
NU8524SW,CA45,36907,36914,36910.5,13.985,-63.135,4.48235,-9.64,3.083348,35.5,0.78,0.78,0.78,0.78,1.062,0.824,1.258,1.048,0.299,0.743,0.449,0.497
NU8524SW,CA45,36914,36921.47917,36917.73958,14.26380937,-62.12673757,1.240684892,-9.548818367,0.447791246,5030.9,0.78,0.78,0.78,0.78,0.824,0.073,-0.098,0.266333333,0.743,-1.896,0.814,-0.113
NU8999SW,CA45,36928,36935.47917,36931.73958,16.43826593,-69.77553327,1.073153298,-10.7767249,0.36181487,4909.8,1,1,1,1,-0.219,0.269,-0.821,-0.257,-1.782,2.884,0.517,0.539666667
NU9475,CA45,36935,36942,36938.5,10.3243442,-70.70926607,0.932691803,-10.12920128,0.405118501,3668.7,1,1,1,1,0.269,0.77,0.205,0.414666667,2.884,0.654,1.861,1.799666667
NU9242SW,CA45,36935.47917,36942.47917,36938.97917,12.9955239,-56.4310961,0.947569523,-8.6783275,0.3994709,3668.7,1,1,1,1,0.269,0.77,0.205,0.414666667,2.884,0.654,1.861,1.799666667
NU9699,CA45,36942,36949,36945.5,9.3754266,-60.6324114,0.752156234,-8.75097975,0.286501309,5227.7,1,1,1,1,0.77,0.772,0.332,0.624666667,0.654,-3.988,-3.373,-2.235666667
NU9475SW,CA45,36942.47917,36949.47917,36945.97917,9.7174,-73.3722,4.48235,-10.3862,3.083348,5227.7,1,1,1,1,0.77,0.772,0.332,0.624666667,0.654,-3.988,-3.373,-2.235666667
NU9699SW,CA45,36949.47917,36956.47917,36952.97917,7.751,-61.945,4.48235,-8.712,3.083348,4611.2,1,0.46,0.46,0.64,0.772,1.179,0.21,0.720333333,-3.988,-3.206,-3.244,-3.479333333
NV0444SW,CA45,36970.47917,36977.47917,36973.97917,11.083,-15.5474,4.48235,-3.3288,3.083348,730.8,0.46,0.46,0.46,0.46,-0.13,0.578,-0.375,0.024333333,-2.194,-1.058,-3.567,-2.273
NV0903SW,CA45,36984.4375,36991.4375,36987.9375,9.2202,-43.5798,4.48235,-6.6,3.083348,544.4,-0.18,-0.18,-0.18,-0.18,0.34,-0.402,-0.141,-0.067666667,1.087,0.133,2.192,1.137333333
NV1370SW,CA45,36990,36997,36993.5,12.3862687,-68.13426637,1.020679186,-10.06506688,0.282451766,1174.4,-0.18,-0.18,-0.18,-0.18,-0.535,-0.189,-0.556,-0.426666667,0.478,-0.328,0.901,0.350333333
NV1370SW,CA45,36998.4375,37005.4375,37001.9375,11.1124,-70.0764,4.48235,-10.1486,3.083348,1174.4,-0.18,-0.18,-0.18,-0.18,-0.205,-0.119,-0.763,-0.362333333,-0.403,0.874,0.427,0.299333333
NV6637SW,CA45,37145,37152,37148.5,-6.197227667,-31.83074153,1.15216839,-3.204189233,0.25208332,228.1,0.11,0.11,0.11,0.11,-0.037,0.3,-1.19,-0.309,-0.344,-1.963,-0.164,-0.823666667
NV6637SW,CA45,37152.4375,37159.4375,37155.9375,-6.0786,-33.157,4.48235,-3.3848,3.083348,228.1,0.11,0.11,0.11,0.11,0.3,0.659,1.051,0.67,-1.963,-1.376,-1.315,-1.551333333
NV7895SW,CA45,37180,37187,37183.5,11.1564,-56.7204,4.48235,-8.4846,3.083348,1454.6,-0.38,-0.38,-0.38,-0.38,-0.617,-0.75,-0.96,-0.775666667,-1.234,0.553,-1.038,-0.573
NV8115,CA45,37187,37194,37190.5,7.406,-74.154,4.48235,-10.195,3.083348,1454.6,-0.38,-0.38,-0.38,-0.38,-0.75,0.416,-0.603,-0.312333333,0.553,1.157,0.613,0.774333333
NV7895SW,CA45,37187.47917,37194.47917,37190.97917,10.94611893,-55.9685704,0.80984196,-8.364336167,0.300359784,1454.6,-0.38,-0.38,-0.38,-0.38,-0.75,0.416,-0.603,-0.312333333,0.553,1.157,0.613,0.774333333
NV8373,CA45,37194,37201,37197.5,10.33758857,-57.7448813,0.963797697,-8.510308733,0.323904307,210.5,-0.38,0.64,0.64,0.3,0.416,0.104,0.266,0.262,1.157,1.351,2.728,1.745333333
NV8115SW,CA45,37194.625,37201.625,37198.125,8.067457767,-72.76306023,1.421834379,-10.10381475,0.312312344,210.5,-0.38,0.64,0.64,0.3,0.416,0.104,0.222,0.247333333,1.157,1.351,2.665,1.724333333
NV8652,CA45,37201,37208,37204.5,13.0193924,-23.59980973,0.751125156,-4.577400267,0.285611624,4519.3,0.64,0.64,0.64,0.64,0.104,0.602,0.194,0.3,1.351,0.575,1.735,1.220333333
NV8373SW,CA45,37201.45833,37208.45833,37204.95833,9.7692,-59.098,4.48235,-8.6084,3.083348,4519.3,0.64,0.64,0.64,0.64,0.104,0.602,0.194,0.3,1.351,0.575,1.735,1.220333333
NV9370,CA45,37208,37215,37211.5,1.4596,-129.4236,4.48235,-16.3604,3.083348,1309.2,0.64,0.64,0.64,0.64,0.602,1.569,1.671,1.280666667,0.575,0.227,0.764,0.522
NV8562SW,CA45,37208.47917,37215.47917,37211.97917,15.5086,-23.181,4.48235,-4.8362,3.083348,521.5,0.64,0.64,0.64,0.64,0.602,1.569,1.671,1.280666667,0.575,0.227,0.764,0.522
NV9117,CA45,37215,37222,37218.5,15.0076181,-55.9381855,0.923968614,-8.86822545,0.374460946,4765.1,0.64,0.64,0.64,0.64,1.569,-0.193,0.549,0.641666667,0.227,-0.691,0.27,-0.064666667
NV9370SW,CA45,37215.47917,37222.47917,37218.97917,10.6278,-31.9114,4.48235,-5.3174,3.083348,4765.1,0.64,0.64,0.64,0.64,1.569,-0.193,0.549,0.641666667,0.227,-0.691,0.27,-0.064666667
NV9356,CA45,37222,37229,37225.5,10.45072517,-45.93656963,1.175886899,-7.04841185,0.376917763,7952.7,0.64,-1.06,0.64,0.073333333,-0.193,-0.984,-0.363,-0.513333333,-0.691,-0.345,-0.108,-0.381333333
NV9117SW,CA45,37222.47917,37229.47917,37225.97917,14.7378,-57.3662,4.48235,-9.013,3.083348,7952.7,0.64,-1.06,0.64,0.073333333,-0.193,-0.984,-0.363,-0.513333333,-0.691,-0.345,-0.108,-0.381333333
NV9563,CA45,37229,37236,37232.5,10.55419013,-51.76420053,0.920833318,-7.789798833,0.423170179,1401.7,-1.06,-1.06,-1.06,-1.06,-0.984,-0.027,0.042,-0.323,-0.345,-0.786,-1.64,-0.923666667
NV9356SW,CA45,37229.47917,37236.47917,37232.97917,11.2192,-47.1568,4.48235,-7.297,3.083348,1401.7,-1.06,-1.06,-1.06,-1.06,-0.984,-0.027,0.042,-0.323,-0.345,-0.786,-1.64,-0.923666667
NV9849,CA45,37236,37243,37239.5,14.19193483,-42.37172957,1.083319436,-7.07045805,0.381115468,3276.2,-1.06,-1.06,-1.06,-1.06,-0.027,0.288,-0.317,-0.018666667,-0.786,-1.766,-0.851,-1.134333333
NV9563SW,CA45,37236.54167,37243.54167,37240.04167,10.8164,-52.2716,4.48235,-7.886,3.083348,3276.2,-1.06,-1.06,-1.06,-1.06,-0.027,0.288,0.059,0.106666667,-0.786,-1.766,-1.811,-1.454333333
NV9849SW,CA45,37244.54167,37251.54167,37248.04167,14.6926,-42.6642,4.48235,-7.1696,3.083348,3102.8,-1.06,-1.06,-1.06,-1.06,0.463,1.287,0.962,0.904,-1.475,-1.644,-0.251,-1.123333333
NW0123,CA45,37251,37258,37254.5,9.5274,-48.7526,4.48235,-7.285,3.083348,6130,-1.06,0.2,-1.06,-0.64,1.287,1.152,0.719,1.052666667,-1.644,0.038,-3.035,-1.547
NW0290,CA45,37257,37264,37260.5,13.228,-26.7688,4.48235,-4.9996,3.083348,1981,0.2,0.2,0.2,0.2,1.075,1.223,1.609,1.302333333,-0.185,2.367,-0.488,0.564666667
NW0845,CA45,37271,37278,37274.5,11.781,-25.555,4.48235,-4.667,3.083348,270.2,0.2,0.2,0.2,0.2,-0.021,-1.65,-0.664,-0.778333333,1.38,0.935,1.682,1.332333333
NW1070,CA45,37278,37285,37281.5,8.004,-61.3976,4.48235,-8.6752,3.083348,760.8,0.2,0.2,0.2,0.2,-1.65,-1.024,-1.52,-1.398,0.935,1.778,1.245,1.319333333
NW1867,CA45,37299,37306,37302.5,12.6522,-64.3798,4.48235,-9.629,3.083348,1122.4,0.64,0.64,0.64,0.64,0.525,-0.001,0.874,0.466,1.417,2.158,2.852,2.142333333
NW2119,CA45,37306,37313,37309.5,6.196516167,-18.0901753,1.098499886,-3.035836433,0.293579631,669,0.64,0.64,0.64,0.64,-0.001,0.082,0.395,0.158666667,2.158,0.633,0.816,1.202333333
NW2584,CA45,37320,37327,37323.5,14.86449083,-24.61537277,1.272827561,-4.93498295,0.410231642,1453.3,-0.81,-0.81,-0.81,-0.81,-0.725,0.062,-0.462,-0.375,2.993,1.475,2.187,2.218333333
NW3043,CA45,37334,37341,37337.5,11.792733,-48.47202073,0.961019251,-7.533094217,0.332658985,1308.3,-0.81,-0.81,-0.81,-0.81,-0.459,-0.47,-0.348,-0.425666667,0.054,1.303,-1.811,-0.151333333
NW4344,CA45,37369,37376,37372.5,10.93469857,-38.30561903,0.952788539,-6.1550397,0.283670584,336.3,-0.48,-0.48,-0.48,-0.48,-1.701,-1.605,-1.614,-1.64,3.253,0.401,2.813,2.155666667
NW5079,CA45,37390,37397,37393.5,11.78078143,-46.8285031,1.288010093,-7.326160567,0.329230922,1303.8,-1.54,-1.54,-1.54,-1.54,-0.207,1.092,-0.249,0.212,0.624,0.023,0.176,0.274333333
NX1346,CA45,37565,37572,37568.5,12.81697943,-37.91045457,0.827582624,-6.34092925,0.376927049,5791.5,-0.6,-0.6,-0.6,-0.6,1.295,0.255,0.432,0.660666667,-1.043,-1.417,-2.332,-1.597333333
NX3345,CA45,37621,37628,37624.5,16.29624053,-37.74213187,1.151326626,-6.75479655,0.320646222,3033.5,-1.3,-0.3,-0.3,-0.633333333,0.555,1.156,1.086,0.932333333,-2.567,-0.067,-1.579,-1.404333333
NX3700,CA45,37628,37635,37631.5,11.68255463,-34.19738763,1.379004714,-5.734992783,0.274596067,3889.3,-0.3,-0.3,-0.3,-0.3,1.156,0.352,0.485,0.664333333,-0.067,2.572,-1.485,0.34
NX4174,CA45,37642,37649,37645.5,11.05176237,-23.1958031,0.802619462,-4.280945683,0.335410197,1860.6,-0.3,-0.3,-0.3,-0.3,0.437,-0.074,0.781,0.381333333,-3.545,0.183,-1.241,-1.534333333
NX4970,CA45,37663,37670,37666.5,9.643,-102.1986,4.48235,-13.9802,3.083348,2910.5,-0.9,-0.9,-0.9,-0.9,0.284,0.698,0.518,0.5,0.643,-0.04,-0.392,0.070333333
NX5184,CA45,37670,37677,37673.5,0,#N/A,4.48235,#N/A,3.083348,301.9,-0.9,-0.9,-0.9,-0.9,0.698,0.603,0.708,0.669666667,-0.04,-0.281,-0.351,-0.224
NY2562SW,CA45,37866.3125,37873.3125,37869.8125,-10.943242,-14.61874067,0.783457082,-0.459437333,0.404930858,177.7,-0.18,-0.18,-0.18,-0.18,0.613,0.05,0.343,0.335333333,1.574,-0.082,1.641,1.044333333
NY7169SW,CA45,37985.45833,37992.45833,37988.95833,13.7475606,-81.8458946,4.48235,-11.9491819,3.083348,3083.7,0.92,-1.31,-1.31,-0.566666667,-0.358,-0.475,-1.69,-0.841,0.006,-0.858,-0.186,-0.346
NY7449SW,CA45,37992.45833,37999.45833,37995.95833,16.58362047,-38.57844007,0.964440252,-6.895257567,0.315819569,1823.8,-1.31,-1.31,-1.31,-1.31,-0.475,0.054,0.646,0.075,-0.858,-0.958,-1.121,-0.979
NY7615SW,CA45,37999.35417,38006.35417,38002.85417,8.761867933,-43.217523,1.180475328,-6.497423867,0.432317013,269.5,-1.31,-1.31,-1.31,-1.31,0.054,0.672,0.364,0.363333333,-0.958,-2.783,-3.855,-2.532
NY7887SW,CA45,38006.35417,38013.35417,38009.85417,14.757097,-32.18507127,1.150575943,-5.867771033,0.314291266,613.4,-1.31,-1.31,-1.31,-1.31,0.672,0.127,0.5,0.433,-2.783,-3.012,0.655,-1.713333333
NY8150SW,CA45,38013.35417,38020.35417,38016.85417,11.14507527,-65.25348847,1.138179687,-9.549820467,0.384096342,2980.2,-1.31,0.77,-1.31,-0.616666667,0.127,0.031,0.402,0.186666667,-3.012,-0.577,-2.557,-2.048666667
NY8483SW,CA45,38020.35417,38027.35417,38023.85417,9.2731242,-42.3802502,4.48235,-6.4566718,3.083348,542.3,0.77,0.77,0.77,0.77,0.031,1.403,0.638,0.690666667,-0.577,0.127,0.082,-0.122666667
NY8725SW,CA45,38027.35417,38034.35417,38030.85417,12.44833947,-41.3722432,1.051580239,-6.727572833,0.400049997,7334.9,0.77,0.77,0.77,0.77,1.403,1.277,1.484,1.388,0.127,-1.466,-1.069,-0.802666667
NY8974SW,CA45,38034.35417,38041.35417,38037.85417,14.15901033,-26.2521382,1.065427614,-5.051393567,0.521460449,4101.8,0.77,0.77,0.77,0.77,1.277,0.334,1.12,0.910333333,-1.466,-2.818,-2.137,-2.140333333
NY9225SW,CA45,38041.35417,38048.35417,38044.85417,10.74404767,-52.51498087,0.978422199,-7.907378567,0.492618514,5611.6,0.77,-0.11,0.77,0.476666667,0.334,-0.341,-0.085,-0.030666667,-2.818,-0.908,-3.13,-2.285333333
NZ0296SW,CA45,38069.35417,38076.35417,38072.85417,10.77202373,-44.06669253,1.045133963,-6.854839533,0.322355394,1579.7,-0.11,-0.11,-0.11,-0.11,-0.598,1.517,0.289,0.402666667,-1.603,-0.831,-0.203,-0.879
NZ1094SW,CA45,38090.35417,38097.35417,38093.85417,11.98534967,-36.24217887,0.905375613,-6.028441067,0.463994612,1381.6,-1.91,-1.91,-1.91,-1.91,0.21,-0.693,-0.189,-0.224,0.429,-1.255,0.657,-0.056333333
NZ6956SW,CA45,38244.35417,38251.35417,38247.85417,19.55710367,-63.7172022,1.046393329,-10.40928823,0.323365119,360,-0.31,-0.31,-0.31,-0.31,0.899,-0.708,0.681,0.290666667,1.625,0.197,1.469,1.097
NZ8050SW,CA45,38272.35417,38279.35417,38275.85417,16.95115393,-49.97422447,0.91527373,-8.3656723,0.369845914,2921.8,-0.42,-0.42,-0.42,-0.42,0.362,-1.576,-1.625,-0.946333333,-0.578,-2.04,-1.05,-1.222666667
NZ8323SW,CA45,38279.35417,38286.35417,38282.85417,17.26802027,-53.27026267,0.991183636,-8.817285367,0.262885907,2780.1,-0.42,-0.42,-0.42,-0.42,-1.576,-0.789,-1.132,-1.165666667,-2.04,-1.123,-0.289,-1.150666667
NZ8881SW,CA45,38293.35417,38300.35417,38296.85417,1.1461362,-98.31676113,1.018096754,-12.43286217,0.426168981,256.9,-1.06,-1.06,-1.06,-1.06,0.29,-0.084,-0.194,0.004,1.097,1.149,1.244,1.163333333
NZ9116SW,CA45,38300.35417,38307.35417,38303.85417,13.40025213,-35.52741027,4.48235,-6.1159578,3.083348,1933,-1.06,-1.06,-1.06,-1.06,-0.084,0.423,0.095,0.144666667,1.149,1.66,1.264,1.357666667
NZ9640SW,CA45,38314.35417,38321.35417,38317.85417,12.3710342,-35.7148642,1.287769001,-6.0107373,0.303970393,1160.1,-1.06,-1.06,-1.06,-1.06,0.275,-0.38,0.097,-0.002666667,-0.625,0.451,-0.617,-0.263666667
NZ9918SW,CA45,38321.35417,38328.35417,38324.85417,19.1652944,-30.3796616,0.840795457,-6.1931195,0.41222324,3386.1,-1.06,-0.94,-0.94,-0.98,-0.38,0.11,0.025,-0.081666667,0.451,0.722,1.464,0.879
TA0175SW,CA45,38328.35417,38335.35417,38331.85417,13.1255684,-76.33770707,0.900585365,-11.18290943,0.244419721,3909.6,-0.94,-0.94,-0.94,-0.94,0.11,1.282,1.176,0.856,0.722,0.309,-0.366,0.221666667
TA0848SW,CA45,38342.35417,38349.35417,38345.85417,15.3195052,-75.8566932,1.025355548,-11.3970248,0.422077007,5657.1,-0.94,-0.94,-0.94,-0.94,-0.181,-1.055,-0.497,-0.577666667,0.84,2.69,1.452,1.660666667
TA0991SW,CA45,38349.47917,38356.47917,38352.97917,22.3004068,-59.6244044,1.17021921,-10.2406014,0.281090733,4382,-0.94,0.2,-0.94,-0.56,-1.055,-0.76,-0.628,-0.814333333,2.69,4.45,3.133,3.424333333
